PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
41263383,Accuracy and Reduced Sleep Disruption of a Wearable Smartwatch for Nocturnal Blood Pressure Monitoring: A Validation Study,Huawei Watch D2 | HUAWEI Watch D2 (WD2),Include,Include,Include
41268189,Agreement between Fitbit Versa 4 and a reference standard on time-domain nocturnal heart rate variability: A pilot study,Fitbit Versa 4,Include,Include,Include
41305102,The Effect of Tattoos on Heart Rate Validity in the Polar Verity Sense Commercial Wearable Device,"Polar Verity Sense armband (Polar Electro Inc., Kempele, Finland)",Exclude,Exclude,Exclude
41341278,Wearables for health monitoring: body composition estimates of commercial smartwatch and clinical bioelectrical impedance device,Samsung Galaxy Watch5,Include,Include,Include
41516615,Impact of Anatomical Placement on the Accuracy of Wearable Heart Rate Monitors During Rest and Various Exercise Intensities,Whoop 4.0 | Polar Verity Sense | Garmin Forerunner 55 | Polar H10,Exclude,Exclude,Exclude
41768372,Performance evaluation of consumer sleep-tracking wearables and nearables in healthy young and older adults,Fitbit Sense 2 | Oura Ring (3rd generation),Include,Include,Include
35830613,Comparison of free-living physical activity measurements between ActiGraph GT3X-BT and Fitbit Charge 3 in young people with haemophilia,Fitbit,Include,Include,Include
32271151,A Social Group-Based Information-Motivation-Behavior Skill Intervention to Promote Acceptability and Adoption of Wearable Activity Trackers Among Middle-Aged and Older Adults: Cluster Randomized Controlled Trial,Lifesense MAMBO2 wristbands,Exclude,Exclude,Exclude
32426152,Older adults’ experiences of using a wearable activity tracker with health professional feedback over a 12-month randomised controlled trial,Jawbone UP24 activity tracker,Exclude,Exclude,Exclude
32490838,The Use of a Smartphone App and an Activity Tracker to Promote Physical Activity in the Management of Chronic Obstructive Pulmonary Disease: Randomized Controlled feasibility study,Fitbit,Include,Include,Include
32540842,One Drop App With an Activity Tracker for Adults With Type 1 Diabetes: Randomized Controlled Trial,Fitbit,Include,Include,Include
32729838,Effects of the e-Motivate4Change Program on Metabolic Syndrome in Young Adults Using Health Apps and Wearable Devices: Quasi-Experimental Study,Fitbit Surge | Fitbit Charge 2 | Garmin Forerunner 935,Include,Include,Include
32842583,Benefit of Wearing an Activity Tracker in Sarcoidosis,Fitbit,Include,Include,Include
32912051,A Pilot Randomized Controlled Trial Using SystemCHANGE™ Approach to Increase Physical Activity in Older Kidney Transplant Recipients,Fitbit,Include,Include,Include
33052906,Association between behavioral phenotypes and response to a physical activity intervention using gamification and social incentives: Secondary analysis of the STEP UP randomized clinical trial,Withings Activite Steel,Include,Include,Include
33075100,Fitbit wear-time and patterns of activity in cancer survivors throughout a physical activity intervention and follow-up: Exploratory analysis from a randomised controlled trial,Fitbit,Include,Include,Include
33261618,Veterinary-prescribed physical activity promotes walking in healthy dogs and people,Whistle W01A canine activity tracker,Exclude,Exclude,Exclude
33399541,Effects of Activity Tracker Use With Health Professional Support or Telephone Counseling on Maintenance of Physical Activity and Health Outcomes in Older Adults: Randomized Controlled Trial,Jawbone UP24 activity tracker,Exclude,Exclude,Exclude
33505717,Wearable Activity Tracking Device Use in an Adolescent Weight Management Clinic: A Randomized Controlled Pilot Trial,Fitbit,Include,Include,Include
33788134,Congruence and trajectories of device-measured and self-reported physical activity during therapy for early breast cancer,Garmin vivofit 3,Include,Include,Include
33882601,Trials and Tribulations: mHealth Clinical Trials in the COVID-19 Pandemic,Xiaomi Mi Band II,Include,Include,Include
34070937,Comparing the Effectiveness of a Wearable Activity Tracker in Addition to Counseling and Counseling Only to Reinforce Leisure-Time Physical Activity among Breast Cancer Patients: A Randomized Controlled Trial,Fitbit Flex | Fitbit Charge,Include,Include,Include
34104577,Physician Monitoring of FitBit Use for Patient Health,FitBit Charge HR,Include,Include,Include
34140456,Telemonitoring-Supported Exercise Training in Employees With Metabolic Syndrome Improves Liver Inflammation and Fibrosis,Garmin Forerunner 35,Include,Include,Include
34261997,The Effect of Consumer-based Activity Tracker Intervention on Physical Activity among Recent Retirees—An RCT Study,"Polar Loop 2 activity tracker (Polar, Kempele, Finland)",Include,Include,Include
34384205,Simple Wearable Device to Reduce Stress When Delivering a Speech without Pre-training,Apple Watch | Apple Watch Breathe app,Include,Include,Include
34634064,A randomized controlled trial to evaluate a behavioral economic strategy for improving mobility in veterans with chronic pain,Fitbit activity tracker,Include,Include,Include
34639644,Enhancing the Physical Activity Levels of Frail Older Adults with a Wearable Activity Tracker-Based Exercise Intervention: A Pilot Cluster Randomized Controlled Trial,Fitbit Charge 2,Include,Include,Include
34677081,A Pilot Randomized Controlled Trial of a Fitbit- and Facebook-Based Physical Activity Intervention for Young Adult Cancer Survivors,Fitbit Flex,Include,Include,Include
34741827,Maintenance phase of a physical activity intervention in older kidney transplant recipients: A 12-month follow-up,Fitbit Charge 2,Include,Include,Include
34805390,Using an activity tracker to increase motivation for physical activity in patients with type 2 diabetes in primary care: a randomized pilot trial,Fitbit Charge HR,Include,Include,Include
34842552,"Feasibility, Usability, and Effectiveness of a Machine Learning–Based Physical Activity Chatbot: Quasi-Experimental Study",Fitbit Flex 1,Include,Include,Include
34899398,"Lifestyle Modification Using a Wearable Biometric Ring and Guided Feedback Improve Sleep and Exercise Behaviors: A 12-Month Randomized, Placebo-Controlled Study",Oura ring (2nd generation),Include,Include,Include
34927590,A Wearable Activity Tracker Intervention With and Without Weekly Behavioral Support Emails to Promote Physical Activity Among Women Who Are Overweight or Obese: Randomized Controlled Trial,Polar A300 activity monitor,Include,Include,Include
34934140,Predicting changes in glycemic control among adults with prediabetes from activity patterns collected by wearable devices,Fitbit Zip | Fitbit Charge 2 HR,Include,Include,Include
35010813,Technology-Enhanced 4Active Intervention Impacting Psychological Well-Being and Physical Activity among Older Adults: A Pilot Study,Fitbit Charge 3 Fitness Activity Tracker,Include,Include,Include
35014958,Feasibility and Acceptability of a Physical Activity Tracker and Text Messages to Promote Physical Activity During Chemotherapy for Colorectal Cancer: Pilot Randomized Controlled Trial (Smart Pace II),Fitbit Flex 2 Fitness Wristband,Include,Include,Include
35114983,Promoting work ability with a wearable activity tracker in working age individuals with hip and/or knee osteoarthritis: a randomized controlled trial,Fitbit Flex 2,Include,Include,Include
35119520,Quality of life of colorectal cancer survivors participating in a pilot randomized controlled trial of physical activity trackers and daily text messages,Fitbit Flex,Include,Include,Include
35200145,The Effect of a Mobile and Wearable Device Intervention on Increased Physical Activity to Prevent Metabolic Syndrome: Observational Study,Samsung Galaxy Watch Active1,Include,Include,Include
35409466,Impact of Activity Tracker Usage in Combination with a Physical Activity Intervention on Physical and Cognitive Parameters in Healthy Adults Aged 60+: A Randomized Controlled Trial,Fitbit Zip,Include,Include,Include
35522253,A Physical Activity Intervention in Older African Americans: The PAACE Pilot Randomized Controlled Trial,Fitbit Charge 2,Include,Include,Include
35552166,The Effectiveness of a Computer-Tailored Web-Based Physical Activity Intervention Using Fitbit Activity Trackers in Older Adults (Active for Life): Randomized Controlled Trial,Fitbit activity tracker,Include,Include,Include
35720675,Usability of a smartwatch for atrial fibrillation detection in older adults after stroke,Samsung Gear S3 | Samsung Galaxy Watch 3,Include,Include,Include
35771607,Fitbit Use and Activity Levels From Intervention to 2 Years After: Secondary Analysis of a Randomized Controlled Trial,Fitbit One,Include,Include,Include
35822058,The Effect of Commercial Activity Tracker Based Physical Activity Intervention on Body Composition and Cardiometabolic Health Among Recent Retirees,"Polar Loop 2 activity tracker (Polar, Kempele, Finland)",Include,Include,Include
35886100,Physical Activity Evaluation Using Activity Trackers for Type 2 Diabetes Prevention in Patients with Prediabetes,Fitbit Inspire activity tracker,Include,Include,Include
36082233,Automated stress detection using mobile application and wearable sensors improves symptoms of mental health disorders in military personnel,Garmin fēnix 5 | Garmin fēnix 6 | Garmin vívoactive 4,Include,Include,Include
36310684,Psychosocial measures in relation to smartwatch alerts for atrial fibrillation detection,,Exclude,Exclude,Exclude
36497796,Benefits of a Wearable Activity Tracker with Safety Features for Older Adults: An Intervention Study,GoLiveClip device used with GoLivePhone smartphone app,Exclude,Exclude,Exclude
36514319,A Sensor Network Utilizing Consumer Wearables for Telerehabilitation of Post-Acute COVID-19 Patients,Xiaomi Mi Smart Band 5,Include,Include,Include
36583938,Accuracy and Systematic Biases of Heart Rate Measurements by Consumer-Grade Fitness Trackers in Postoperative Patients: Prospective Clinical Trial,Apple Watch 7 | Garmin Fenix 6 Pro | Withings ScanWatch | Fitbit Sense,Include,Include,Include
36696172,"Effects of Wearable Fitness Trackers and Activity Adequacy Mindsets on Affect, Behavior, and Health: Longitudinal Randomized Controlled Trial",Apple Watch Series 1,Include,Include,Include
36736725,A randomized controlled trial of Promoting Physical Activity in Regional and Remote Cancer Survivors (PPARCS),Fitbit Charge 2,Include,Include,Include
36801430,The Impact of a Wearable Activity Tracker and Structured Feedback Program on Physical Activity in Hemodialysis Patients: The Step4Life Pilot Randomized Controlled Trial,Fitbit Charge 2,Include,Include,Include
37193576,Health Provider’s Feedback on Physical Activity Surveillance Using Wearable Device-Smartphone Application for Adults with Metabolic Syndrome; a 12-Week Randomized Control Study,"B.BAND (B Life Inc., Korea) wrist-wearable device",Exclude,Exclude,Exclude
37200555,"Assessment of well-being using Fitbit technology in college students, faculty and staff completing breathing meditation during COVID-19: A pilot study",Fitbit Inspire 2,Include,Include,Include
37217585,Using remotely monitored patient activity patterns after hospital discharge to predict 30 day hospital readmission: a randomized trial,Withings Steel,Include,Include,Include
37294865,Does providing feedback and guidance on sleep perceptions using sleep wearables improve insomnia? Findings from “Novel Insomnia Treatment Experiment”: a randomized controlled trial,Fitbit Alta HR,Include,Include,Include
37467013,Effect of a Wearable Device–Based Physical Activity Intervention in North Korean Refugees: Pilot Randomized Controlled Trial,Fitbit Charge 3,Include,Include,Include
37517888,Validity of Apple Watch 6 and Polar A370 for monitoring energy expenditure while resting or performing light to vigorous physical activity,Apple Watch 6 | Polar A370,Include,Include,Include
37543512,Integrating metabolic expenditure information from wearable fitness sensors into an AI-augmented automated insulin delivery system: a randomised clinical trial,Polar M600 smartwatch,Include,Include,Include
37680271,Evaluation of the effectiveness of sleep hygiene education and FITBIT devices on quality of sleep and psychological worry: a pilot quasi-experimental study among first-year college students,Fitbit Flex,Include,Include,Include
37700567,"rTMS targeted to the secondary somatosensory cortex influences sleep in CRPS patients, as measured with the OURA ring","Oura ring (Generation 1, Oura Health)",Include,Include,Include
37767499,Effectiveness of social media with or without wearable devices to improve physical activity and reduce sedentary behavior: A randomized controlled trial of Chinese postgraduates,Redmi band (Xiaomi),Include,Include,Include
38448895,Prediction of the efficacy of group cognitive behavioral therapy using heart rate variability based smart wearable devices: a randomized controlled study,Huawei Band 6,Include,Include,Include
38503990,Use of activity trackers to improve blood pressure in young people at risk for cardiovascular disease: a pilot randomized controlled trial,Fitbit Flex 2,Include,Include,Include
38554220,Effectiveness of a Lifestyle Improvement Support App in Combination with a Wearable Device in Japanese People with Type 2 Diabetes Mellitus: STEP-DM Study,Fitbit Charge 5,Include,Include,Include
38618999,"The moderating effect of social support on the effectiveness of a web-based, computer-tailored physical activity intervention for older adults",Fitbit activity tracker,Include,Include,Include
38665288,Health behavior outcomes in stroke survivors prescribed wearables for atrial fibrillation detection stratified by age,Samsung Gear S3 | Samsung Galaxy Watch 3,Include,Include,Include
